gaia_id,hostname,pl_name,ra,dec
"Gaia DR2 806492019492266752","KELT-3","KELT-3 b",148.6431193,40.3879446
,"KMT-2023-BLG-0416L","KMT-2023-BLG-0416L b",266.3240417,-25.0794889
"Gaia DR2 5385076140853434752","NGTS-13","NGTS-13 b",176.2402326,-38.1397158
"Gaia DR2 6412595290592307840","eps Ind A","eps Ind A b",330.8714021,-56.7969023
"Gaia DR2 1956328333130770048","TOI-6255","TOI-6255 b",331.5031606,39.2988284
"Gaia DR2 2076819620539690880","KOI-55","KOI-55 b",296.3561853,41.0927315
"Gaia DR2 1581657479535392256","TOI-2068","TOI-2068 b",186.2735600,60.4183455
"Gaia DR2 3094290054327367168","GJ 3473","GJ 3473 b",120.5936065,3.3371629
"Gaia DR2 553480551264062848","HD 33564","HD 33564 b",80.6378979,79.2318488
"Gaia DR2 2242756094328104576","TOI-1680","TOI-1680 b",292.3139790,65.9738018
"Gaia DR2 2253774094189458432","TOI-1749","TOI-1749 d",282.7372281,64.4194660
"Gaia DR2 424427538624760576","TYC 3667-1280-1","TYC 3667-1280-1 b",12.8875757,58.4261485
"Gaia DR2 2446440348493043968","HD 224018","HD 224018 d",358.6390056,-4.7233362
"Gaia DR2 4910452812646300544","TOI-4406","TOI-4406 b",18.0485164,-56.9253875
"Gaia DR2 2076833055197955584","Kepler-1824","Kepler-1824 b",296.7071957,41.2036197
"Gaia DR2 363314964355784192","TOI-6651","TOI-6651 b",15.7885904,35.3890405
"Gaia DR2 4619238087059206784","TOI-908","TOI-908 b",53.1594266,-81.2507450
"Gaia DR2 38723395078288256","K2-80","K2-80 c",59.0374860,13.5590288
"Gaia DR2 5284358990266469760","TOI-712","TOI-712 b",92.9361063,-65.8258386
"Gaia DR2 4675576135153914368","HD 29399","HD 29399 b",68.3903471,-62.8237576
"Gaia DR2 2972622770521857664","HD 31527","HD 31527 b",73.9096193,-23.2413163
"Gaia DR2 1401760747118886016","TOI-1411","TOI-1411 b",232.9460470,47.0555507
"Gaia DR2 2307504062045842688","LTT 9779","LTT 9779 b",358.6688767,-37.6282237
,"KMT-2022-BLG-2076L","KMT-2022-BLG-2076L b",268.0511250,-29.0279306
"Gaia DR2 4873225513593736960","NGTS-17","NGTS-17 b",72.9005729,-34.2262128
"Gaia DR2 4247023886053586304","HD 190007","HD 190007 b",300.6956339,3.3266992
"Gaia DR2 5250780970316845696","TOI-833","TOI-833 b",145.6454720,-62.4758857
"Gaia DR2 2116889775616597120","Kepler-1872","Kepler-1872 b",281.0491988,43.3225996
"Gaia DR2 3786035184916139136","HD 100777","HD 100777 b",173.9646303,-4.7555425
"Gaia DR2 4770828304936109056","TOI-269","TOI-269 b",75.8462827,-54.1777213
"Gaia DR2 4321678767076043264","HD 231701","HD 231701 b",293.0176220,16.4743566
"Gaia DR2 2594546351459477760","K2-54","K2-54 b",338.0541631,-17.5440636
"Gaia DR2 5481210874877547904","TOI-220","TOI-220 b",91.7996988,-61.9972098
,"KMT-2016-BLG-2142L","KMT-2016-BLG-2142L b",268.1120000,-29.3845615
"Gaia DR2 2100451630105041152","Kepler-25","Kepler-25 d",286.6383905,39.4879038
"Gaia DR2 5380888758195682944","WASP-129","WASP-129 b",176.2990518,-42.0639575
"Gaia DR2 2603090003484152064","GJ 876","GJ 876 e",343.3239737,-14.2665958
"Gaia DR2 55994798604873216","K2-86","K2-86 b",51.5531053,18.6355718
"Gaia DR2 2101733244046205568","Kepler-100","Kepler-100 e",291.3861294,41.9901394
"Gaia DR2 3767281845873242112","LTT 3780","LTT 3780 b",154.6449033,-11.7178010
"Gaia DR2 3815937670648091392","TOI-5143","TOI-5143 c",165.3651202,5.1394812
"Gaia DR2 2907577758566408960","HATS-44","HATS-44 b",84.3267559,-27.9725758
"Gaia DR2 2075060264503601280","Kepler-399","Kepler-399 b",299.5017242,40.6707669
"Gaia DR2 277493615044741376","HAT-P-58","HAT-P-58 b",68.8465093,56.8682691
"Gaia DR2 1334643739861016832","HD 155358","HD 155358 b",257.3930947,33.3549277
"Gaia DR2 2435650050614494336","K2-390","K2-390 b",355.7023860,-9.5887124
"Gaia DR2 2535107508776249856","K2-384","K2-384 b",20.4998403,0.7509701
"Gaia DR2 2130641436264397568","Kepler-1692","Kepler-1692 b",286.9241804,47.0537092
"Gaia DR2 3607243530404017280","K2-190","K2-190 b",205.3630485,-13.1608686
"Gaia DR2 1144716265940854016","HD 81817","HD 81817 b",144.2715659,81.3263096
"Gaia DR2 1094545653447816064","TOI-1728","TOI-1728 b",120.6116787,64.7971531
"Gaia DR2 1385293808145621504","14 Her","HD 145675 c",242.6021014,43.8163621
"Gaia DR2 5489726768531119616","TOI-1937 A","TOI-1937 A b",116.3707214,-52.3832587
"Gaia DR2 2533185974768028032","K2-204","K2-204 b",17.3825067,-0.5177539
,"KMT-2021-BLG-2010L","KMT-2021-BLG-2010L b",268.0085000,-32.2697500
"Gaia DR2 4976894960284258048","HD 142","HD 142 b",1.5836771,-49.0753625
"Gaia DR2 4728513943538448512","HD 18599","HD 18599 b",44.2620144,-56.1918694
"Gaia DR2 661424074527577600","Pr0201","Pr0201 b",130.4324005,20.2268164
"Gaia DR2 4184182737768311296","K2-231","K2-231 b",289.0918242,-15.7712178
"Gaia DR2 2667434008056899712","HD 206610","HD 206610 b",325.8537599,-7.4082451
"Gaia DR2 6769308026926349056","K2-129","K2-129 b",289.1485491,-25.6463233
"Gaia DR2 1446584503287858560","HD 116029","HD 116029 b",200.1646905,24.6484725
"Gaia DR2 4840050395924931968","HD 27631","HD 27631 b",64.9392168,-41.9606604
"Gaia DR2 5370827127297364480","HD 103197","HD 103197 b",178.2201971,-50.2927911
"Gaia DR2 2452378776434276992","tau Cet","tau Cet g",26.0093029,-15.9337987
,"alf Tau","alf Tau b",68.9801740,16.5092010
,"OGLE-2019-BLG-1470L A","OGLE-2019-BLG-1470L AB c",271.9492083,-27.0335556
"Gaia DR2 4680773217379728128","HD 23127","HD 23127 b",54.8491271,-60.0772290
"Gaia DR2 6024733935303422208","HD 147873","HD 147873 b",246.4380471,-33.5672217
"Gaia DR2 1418519292895059840","HD 163607","HD 163607 b",268.4181383,56.3924701
"Gaia DR2 6214741299913205888","HIP 75092","HIP 75092 b",230.1724206,-25.9910525
"Gaia DR2 1107980654748582144","Gaia-2","Gaia-2 b",110.7353308,67.2526565
"Gaia DR2 4844691297067063424","TOI-451","TOI-451 c",62.9663850,-37.9397300
,"KMT-2018-BLG-1988L","KMT-2018-BLG-1988L b",265.2825417,-35.5947000
"Gaia DR2 6458219559945150336","HD 205158","HD 205158 b",323.9186227,-59.6933144
,"OGLE-2018-BLG-0596L","OGLE-2018-BLG-0596L b",269.0555417,-29.1990833
"Gaia DR2 3802549437248150656","HD 92788","HD 92788 c",160.7021351,-2.1847173
"Gaia DR2 1711970906169443584","TOI-1782","TOI-1782.01",213.0787718,74.4117909
"Gaia DR2 1418519292895059840","HD 163607","HD 163607 c",268.4181383,56.3924701
,"MOA-2011-BLG-322L","MOA-2011-BLG-322L b",271.2233330,-27.2209444
"Gaia DR2 604922096120852864","NGC 2682 YBP 1514","NGC 2682 YBP 1514 b",132.7531307,11.8865128
"Gaia DR2 156917493449670656","AB Aur","AB Aur b",73.9410446,30.5510888
"Gaia DR2 2052435819888356864","Kepler-1623","Kepler-1623 b",294.0826970,39.5560655
"Gaia DR2 3056551894686671616","HD 62549","HD 62549 b",116.0821439,-5.0541223
"Gaia DR2 549007291282705024","LHS 1478","LHS 1478 b",44.3388743,76.5514045
,"OGLE-2017-BLG-1434L","OGLE-2017-BLG-1434L b",268.2804667,-30.2456583
"Gaia DR2 2986948238799721216","HD 33142","HD 33142 d",76.8980559,-13.9863374
"Gaia DR2 781641961487762816","HD 95127","HD 95127 b",164.8961152,43.8144094
"Gaia DR2 2078840900864235136","Kepler-1630","Kepler-1630 b",297.5083004,43.7110543
"Gaia DR2 5738284016370287616","TOI-620","TOI-620 b",142.1734459,-12.1671652
"Gaia DR2 3578137838413202688","HD 109271","HD 109271 b",188.3973970,-11.6215204
"Gaia DR2 3809028584392561408","K2-398","K2-398 c",161.7349738,1.9367044
"Gaia DR2 2345033662373296768","TOI-261","TOI-261.01",15.2181412,-24.4239934
"Gaia DR2 51369428065705600","2MASS J03590986+2009361","2MASS J03590986+2009361 b",59.7911026,20.1599759
"Gaia DR2 2201556328489610752","HD 211810","HD 211810 b",334.5286724,61.1349912
"Gaia DR2 4477318138371083008","HD 171028","HD 171028 b",278.0643694,6.9456827
"Gaia DR2 5917212800626605824","HD 154857","HD 154857 b",257.8161940,-56.6810380
"Gaia DR2 4283597937777249408","CoRoT-23","CoRoT-23 b",279.7826586,4.3577516
,"KMT-2021-BLG-1077L","KMT-2021-BLG-1077L b",266.4891250,-33.8428111
"Gaia DR2 2107434834610481920","Kepler-453","Kepler-453 b",283.2413322,46.3784691
"Gaia DR2 4642472794978268800","HD 20003","HD 20003 c",46.9090081,-72.3219221
"Gaia DR2 3794501355731126016","HD 102843","HD 102843 b",177.5854673,-1.2522989
"Gaia DR2 610181468257262464","K2-357","K2-357 b",131.9386628,16.3289144
"Gaia DR2 1464700950221781504","KELT-6","KELT-6 c",195.9818362,30.6401450
,"WISEP J121756.91+162640.2 A","WISEP J121756.91+162640.2 A b",184.4871250,16.4445000
"Gaia DR2 5673934548598976256","TOI-6478","TOI-6478 b",149.9918059,-16.1597935
,"GJ 273","GJ 273 b",111.8520910,5.2258070
"Gaia DR2 2035963417721248128","HD 177830","HD 177830 c",286.3363574,25.9204327
"Gaia DR2 6233740654686482560","HIP 77900","HIP 77900 b",238.6253901,-27.3387434
"Gaia DR2 750888548244441344","TOI-5398","TOI-5398 c",161.8795569,36.3294345
"Gaia DR2 445135392719883904","PSR B0329+54","PSR B0329+54 b",53.2472749,54.5791636
"Gaia DR2 1750321012752775040","WASP-176","WASP-176 b",313.6872928,9.1790688
"Gaia DR2 2105415302330571008","Kepler-1654","Kepler-1654 b",282.1856949,44.4344617
"Gaia DR2 2052136821446989568","KIC 3558849","KIC 3558849 b",294.9498381,38.6051867
"Gaia DR2 2099541715513813504","Kepler-454","Kepler-454 d",287.4786474,38.2290751
"Gaia DR2 6160877943251930368","WASP-41","WASP-41 c",190.6188034,-30.6398176
"Gaia DR2 2130473176626619136","KIC 10001893","KIC 10001893 c",287.3892308,46.9844491
"Gaia DR2 3582392123779246336","K2-252","K2-252 b",182.3663818,-8.3096141
"Gaia DR2 6080301367488384896","HD 113538","HD 113538 c",196.2339330,-52.4463502
"Gaia DR2 4780294722094459904","GJ 163","GJ 163 d",62.3228353,-53.3711768
"Gaia DR2 4780294722094459904","GJ 163","GJ 163 b",62.3228353,-53.3711768
"Gaia DR2 2972622770521857664","HD 31527","HD 31527 c",73.9096193,-23.2413163
"Gaia DR2 3884361314332210304","K2-404","K2-404 b",160.3249517,12.1911149
"Gaia DR2 6257625719430982016","K2-240","K2-240 b",227.8493710,-17.8754464
"Gaia DR2 2979590513145784192","GJ 180","GJ 180 b",73.4600970,-17.7761940
"Gaia DR2 5509620021956148736","TOI-500","TOI-500 c",106.5590980,-47.5878156
"Gaia DR2 4762582895440787712","TOI-199","TOI-199 c",80.1058735,-59.8954326
"Gaia DR2 5574111674620962688","TOI-512","TOI-512 b",96.6467023,-38.6072095
"Gaia DR2 4154598526336121600","BD-11 4672","BD-11 4672 c",278.3688659,-11.6370481
"Gaia DR2 810069697186043264","TOI-1777","TOI-1777.01",151.8070320,46.1148814
"Gaia DR2 3948424496764080640","HD 110067","HD 110067 d",189.8392243,20.0273377
"Gaia DR2 3995918691799173248","HD 94834","HD 94834 b",164.3126363,24.1429374
"Gaia DR2 2919760965879179136","HD 47186","HD 47186 c",99.0367212,-27.6234285
"Gaia DR2 3342228616422593664","TOI-2497","TOI-2497 b",90.0625878,11.8840577
"Gaia DR2 1428030622526979968","GJ 3942","GJ 3942 b",242.2645452,52.9441443
"Gaia DR2 1023967108705998208","TOI-5573","TOI-5573 b",136.4259999,55.3071309
"Gaia DR2 1247279294695842432","HD 122562","HD 122562 c",210.5886904,20.8810286
"Gaia DR2 5984023937500025344","HD 144899","HD 144899 b",242.5721002,-47.9146826
"Gaia DR2 5195752440555653504","HD 80913","HD 80913 b",138.1021548,-81.7684510
"Gaia DR2 428360006379022592","TOI-6016","TOI-6016 b",4.5239602,59.7661983
"Gaia DR2 6053512007260865280","HD 108147","HD 108147 b",186.4409852,-64.0223492
"Gaia DR2 4999067471248893952","L 363-38","L 363-38 b",10.8555443,-41.2952926
"Gaia DR2 5950535424666050304","HD 156411","HD 156411 b",259.9639522,-48.5502313
"Gaia DR2 1585765117538284800","HD 132563","HD 132563 b",224.5892892,44.0428571
"Gaia DR2 5798962867668048768","HD 134606","HD 134606 e",228.8103897,-70.5203328
"Gaia DR2 427224073427887360","TOI-1470","TOI-1470 c",10.0891431,61.2133868
"Gaia DR2 2117323498594316544","Kepler-1489","Kepler-1489 c",281.2957984,44.4654063
"Gaia DR2 5397086969654628864","NGTS-24","NGTS-24 b",168.5638892,-37.9101328
"Gaia DR2 3784271568265259904","HD 97037","HD 97037 b",167.5545621,-7.3901483
"Gaia DR2 3597981377595128704","K2-244","K2-244 b",183.4686492,-3.8318097
"Gaia DR2 4485937214320449280","HD 159243","HD 159243 b",263.3395365,5.7008254
"Gaia DR2 5172202413314737152","TIC 4672985","TIC 4672985 b",38.4706782,-10.6573827
"Gaia DR2 6610107504955838336","HD 216770","HD 216770 b",343.9748751,-26.6595286
"Gaia DR2 567664766657362304","HD 18438","HD 18438 b",46.5318358,79.4185800
"Gaia DR2 2079692678777827712","Kepler-34","Kepler-34 b",296.4358022,44.6415369
"Gaia DR2 515574853541230720","HD 13908","HD 13908 c",34.5609102,65.5941901
"Gaia DR2 4996711836306613120","HIP 948","HIP 948 b",2.9276336,-39.2304879
"Gaia DR2 5831054382288870912","HD 147018","HD 147018 c",245.7490012,-61.6901291
"Gaia DR2 3855208897392952192","GJ 393","GJ 393 b",157.2288672,0.8378485
"Gaia DR2 2430102808294101760","HD 1461","HD 1461 c",4.6762645,-8.0536206
"Gaia DR2 2362099457224379136","HD 1666","HD 1666 b",5.2180424,-19.9314823
"Gaia DR2 781999921242524160","HD 96127","HD 96127 b",166.4415020,44.3015500
"Gaia DR2 3552000252294347392","HIP 54373","HIP 54373 c",166.8643532,-19.2916857
"Gaia DR2 3977050728669174912","HD 98736","HD 98736 b",170.4549045,18.1896082
"Gaia DR2 2475153682334693120","HD 6718","HD 6718 b",16.9536005,-8.2336165
"Gaia DR2 3928391218812375808","GJ 480","GJ 480 b",189.7134226,11.6950708
"Gaia DR2 6224633983987510528","HD 133131 A","HD 133131 A b",225.8984524,-27.8431369
"Gaia DR2 3906803888551408000","HD 105618","HD 105618 b",182.4021288,11.2115695
"Gaia DR2 4105386718001211392","GJ 724","GJ 724 b",280.2383650,-13.3824997
"Gaia DR2 2768048564768256512","Gliese 12","Gliese 12 b",3.9579137,13.5576175
"Gaia DR2 6239410080231903488","K2-316","K2-316 c",233.6247336,-23.2594663
"Gaia DR2 2979590513145784192","GJ 180","GJ 180 d",73.4600970,-17.7761940
"Gaia DR2 2439890557725244800","K2-413","K2-413 c",353.4175668,-7.6120272
"Gaia DR2 2009148596857820160","HD 240210","HD 240210 b",347.6219227,57.0294818
"Gaia DR2 1651268763281885952","psi1 Dra B","psi1 Dra B b",265.4925754,72.1557114
"Gaia DR2 3864142669886768896","K2-320","K2-320 b",163.2519122,5.3064776
"Gaia DR2 6553614253923452800","GJ 887","GJ 887 c",346.4668274,-35.8530693
,"AT2021ueyL","AT2021ueyL b",324.5450417,26.4665694
,"KMT-2019-BLG-0953L","KMT-2019-BLG-0953L b",269.3385833,-28.6746389
"Gaia DR2 5643762781311698048","HD 73256","HD 73256 c",129.0949961,-30.0373339
,"OGLE-2015-BLG-1609L","OGLE-2015-BLG-1609L b",270.8237917,-26.9071111
"Gaia DR2 2512326349403275520","WASP-76","WASP-76 b",26.6329360,2.7003890
"Gaia DR2 3406687485600728192","K2-232","K2-232 b",73.7667927,18.6543230
"Gaia DR2 2128150217796747520","Kepler-258","Kepler-258 c",294.0684116,46.5791357
"Gaia DR2 2130550520397270016","Kepler-1263","Kepler-1263 b",286.4836260,46.7526182
"Gaia DR2 2440578577126302336","HD 222582","HD 222582 b",355.4640788,-5.9862379
"Gaia DR2 2131593785132997632","Kepler-408","Kepler-408 b",284.7862158,48.4232622
"Gaia DR2 5798962867668048768","HD 134606","HD 134606 d",228.8103897,-70.5203328
"Gaia DR2 2080296757338392576","Kepler-1997","Kepler-1997 b",297.4808253,46.5891373
"Gaia DR2 4675352109658261376","WASP-100","WASP-100 b",68.9598159,-64.0270390
"Gaia DR2 664406705976755712","K2-274","K2-274 b",129.2823699,20.3992512
"Gaia DR2 2131804165512770176","Kepler-841","Kepler-841 b",284.2513637,48.8095962
"Gaia DR2 2102880210775046528","Kepler-175","Kepler-175 c",289.5532320,43.8761160
"Gaia DR2 2080362899835391360","Kepler-1543","Kepler-1543 b",297.1242915,47.0369876
"Gaia DR2 3107255598526406912","CoRoT-12","CoRoT-12 b",100.7656871,-1.2964437
"Gaia DR2 3958951942642583936","HD 108874","HD 108874 c",187.6126029,22.8794399
"Gaia DR2 2077722010342674944","Kepler-708","Kepler-708 b",293.8164588,42.2125159
"Gaia DR2 2125960402948600704","Kepler-1534","Kepler-1534 b",292.3953730,43.8691326
"Gaia DR2 2103578400656053632","Kepler-580","Kepler-580 b",283.4997537,40.5528053
"Gaia DR2 2129234336259850240","Kepler-194","Kepler-194 b",291.9714290,47.8640498
"Gaia DR2 2103614444020842752","Kepler-1818","Kepler-1818 b",284.3284866,40.5688741
"Gaia DR2 2926039005480063616","HATS-45","HATS-45 b",101.9942455,-21.9107112
"Gaia DR2 2129550445852902656","Kepler-68","Kepler-68 c",291.0323102,49.0402129
,"KMT-2022-BLG-1013L","KMT-2022-BLG-1013L b",264.7092500,-28.3556694
"Gaia DR2 2073697660354300544","Kepler-1983","Kepler-1983 b",297.0420150,39.9121864
"Gaia DR2 2085701097508446464","Kepler-272","Kepler-272 b",299.1275257,47.5938319
"Gaia DR2 5313031504751276032","TOI-677","TOI-677 b",144.1193594,-50.4630933
"Gaia DR2 2102045097334800256","Kepler-1670","Kepler-1670 b",290.3264599,43.1217550
"Gaia DR2 636363799347569408","EPIC 211945201","EPIC 211945201 b",136.5741931,19.4020565
"Gaia DR2 2130979570450326912","Kepler-969","Kepler-969 b",288.3724989,47.9335642
"Gaia DR2 2102170235500805376","Kepler-698","Kepler-698 b",288.5099994,41.3017465
"Gaia DR2 6828450688663428224","HD 204313","HD 204313 b",322.0510568,-21.7274194
,"OGLE-2017-BLG-1434L","OGLE-2017-BLG-1434L b",268.2803650,-30.2457218
"Gaia DR2 2104466153215402624","Kepler-363","Kepler-363 c",283.1920779,41.3054172
"Gaia DR2 2133609705341815680","Kepler-883","Kepler-883 b",286.4337260,50.3002266
"Gaia DR2 2086625752425381632","Kepler-107","Kepler-107 d",297.0281620,48.2086019
"Gaia DR2 2128724678262662144","Kepler-142","Kepler-142 c",295.1190067,48.4813635
"Gaia DR2 788340461203094912","HIP 55507","HIP 55507 b",170.5227246,46.9078030
"Gaia DR2 2125814129244571264","Kepler-1718","Kepler-1718 b",292.2349191,42.9094618
"Gaia DR2 2133476080319167104","Kepler-682","Kepler-682 b",289.1122204,51.7373589
"Gaia DR2 2099851331117081600","Kepler-1034","Kepler-1034 b",286.1154093,37.9669464
"Gaia DR2 2086552256947163392","Kepler-919","Kepler-919 b",298.1147862,48.4943834
"Gaia DR2 2077956171962729856","Kepler-830","Kepler-830 b",295.0542380,42.7568316
"Gaia DR2 2102976383681783552","Kepler-1584","Kepler-1584 b",287.7626791,43.2743929
"Gaia DR2 2614734243939231232","K2-68","K2-68 b",334.0195539,-10.5673649
"Gaia DR2 2133124511477266176","Kepler-373","Kepler-373 c",289.3879904,50.5970115
"Gaia DR2 2076400156855612416","Kepler-308","Kepler-308 b",295.7852423,40.4395753
"Gaia DR2 2051933343073295232","Kepler-769","Kepler-769 c",292.7130925,38.3581685
"Gaia DR2 2052603289249806976","Kepler-773","Kepler-773 b",290.8846217,38.0575539
"Gaia DR2 2102063136195478656","Kepler-150","Kepler-150 e",288.2341025,40.5208970
"Gaia DR2 2133369840008452224","Kepler-113","Kepler-113 b",287.9978721,50.9441847
,"KMT-2017-BLG-0165L","KMT-2017-BLG-0165L b",269.6496667,-28.1336694
"Gaia DR2 3791512745687354496","K2-5","K2-5 c",169.3034598,-1.8778254
"Gaia DR2 2052582432887909376","Kepler-323","Kepler-323 c",291.3822988,38.1274595
"Gaia DR2 3596333042162818304","K2-157","K2-157 c",183.7514959,-5.7820178
"Gaia DR2 1748596020745038208","WASP-2","WASP-2 b",307.7255587,6.4293305
"Gaia DR2 2102548708017562112","Kepler-20","Kepler-20 f",287.6979913,42.3385782
"Gaia DR2 2078933569080413056","Kepler-1249","Kepler-1249 b",296.8948517,44.3717429
"Gaia DR2 2102454253097554304","Kepler-104","Kepler-104 b",287.6046621,42.1665104
"Gaia DR2 2102815683186036096","Kepler-341","Kepler-341 c",289.8615609,43.4727412
"Gaia DR2 2105491997566014336","Kepler-351","Kepler-351 b",286.4527949,42.6577891
"Gaia DR2 2101215309651322880","Kepler-288","Kepler-288 c",288.9163997,39.5947523
"Gaia DR2 3808410933735817472","HD 95089","HD 95089 b",164.6987480,1.7290087
"Gaia DR2 4287820848378092672","CoRoT-2","CoRoT-2 b",291.7770457,1.3836634
"Gaia DR2 2077774443305045376","Kepler-1924","Kepler-1924 b",293.7673860,42.8291562
"Gaia DR2 2033123654092592384","KELT-20","KELT-20 b",294.6614126,31.2192001
"Gaia DR2 2127851116271982848","Kepler-337","Kepler-337 c",290.0605123,47.1639533
"Gaia DR2 3179384931394690304","HD 28185","HD 28185 b",66.6100461,-10.5510754
"Gaia DR2 2073768853731839104","Kepler-1508","Kepler-1508 b",298.1188802,40.3750316
"Gaia DR2 661453074146753152","K2-375","K2-375 b",130.5013137,20.3593003
"Gaia DR2 5685917541714610688","HD 86264","HD 86264 b",149.2409308,-15.8953993
"Gaia DR2 2135506706499750656","Kepler-873","Kepler-873 b",296.4031319,51.2712773
"Gaia DR2 2596986648798061952","HATS-60","HATS-60 b",341.3640336,-14.9917747
"Gaia DR2 2101649891623535104","Kepler-996","Kepler-996 b",291.9127633,41.5335891
"Gaia DR2 6857756246957592320","WASP-89","WASP-89 b",313.9000261,-18.9714084
"Gaia DR2 2106316012810255104","Kepler-360","Kepler-360 b",286.2847077,44.7815817
"Gaia DR2 2526925389919277056","HD 2638","HD 2638 b",7.4990038,-5.7649600
"Gaia DR2 2126615024685005568","Kepler-1256","Kepler-1256 b",291.4742443,44.6834119
"Gaia DR2 2126237131982289280","Kepler-145","Kepler-145 c",291.3877397,44.5290465
"Gaia DR2 2105474852056221824","Kepler-828","Kepler-828 b",286.8872555,42.4712271
"Gaia DR2 5656184406542140032","WASP-170","WASP-170 b",135.4163028,-20.7203686
"Gaia DR2 2131690988831633792","Kepler-1667","Kepler-1667 b",283.5329505,48.0943604
"Gaia DR2 2619706544757416192","HD 210277","HD 210277 b",332.3748117,-7.5505962
"Gaia DR2 2086830502105850240","Kepler-670","Kepler-670 b",297.0154644,49.2252988
"Gaia DR2 2125758402049480704","Kepler-604","Kepler-604 b",292.3159795,42.6262429
"Gaia DR2 2052857860550101376","Kepler-135","Kepler-135 b",290.4950939,38.7954956
"Gaia DR2 2106371744306291328","Kepler-1991","Kepler-1991 b",285.0360506,45.0709909
"Gaia DR2 2615653023342995584","K2-72","K2-72 d",334.6227504,-9.6120084
"Gaia DR2 2367734656180397952","BD-17 63","BD-17 63 b",7.1413494,-16.2273254
"Gaia DR2 2107385081710305152","Kepler-1265","Kepler-1265 b",284.5858364,47.0795646
"Gaia DR2 2101510008826160256","Kepler-400","Kepler-400 c",290.9444679,40.4800528
"Gaia DR2 3850421005290172416","TOI-561","TOI-561 c",148.1851516,6.2161030
"Gaia DR2 2128079230577866880","Kepler-320","Kepler-320 c",293.2135155,46.1751457
"Gaia DR2 2105113765565227648","Kepler-303","Kepler-303 c",283.1354742,43.6567036
"Gaia DR2 2100082125479729792","Kepler-235","Kepler-235 e",286.0790779,39.2782370
"Gaia DR2 3791512745687354496","K2-5","K2-5 b",169.3034598,-1.8778254
"Gaia DR2 2085626983551485440","Kepler-267","Kepler-267 d",299.8305655,47.1575741
"Gaia DR2 2101525749889208576","Kepler-901","Kepler-901 b",291.1528056,40.8876814
"Gaia DR2 2051797274209237376","Kepler-1798","Kepler-1798 b",291.7262251,37.5289680
"Gaia DR2 4017860992519744384","GJ 436","GJ 436 b",175.5505363,26.7030669
"Gaia DR2 3668036348641580288","HAT-P-26","HAT-P-26 b",213.1565508,4.0594175
"Gaia DR2 2100082125479729792","Kepler-235","Kepler-235 d",286.0790779,39.2782370
"Gaia DR2 2129686991453013248","Kepler-1826","Kepler-1826 b",292.7700072,48.8998469
"Gaia DR2 2135237601028549888","Kepler-595","Kepler-595 c",294.5703593,50.6730147
"Gaia DR2 2131523553827356544","Kepler-551","Kepler-551 b",285.4850450,48.0543774
"Gaia DR2 2086543048537237760","Kepler-568","Kepler-568 b",298.1061315,48.4016448
"Gaia DR2 3105507886130792448","CoRoT-1","CoRoT-1 b",102.0798591,-3.1021394
"Gaia DR2 2079971473693847168","KOI-134","KOI-134 b",295.5865980,45.3649371
"Gaia DR2 596931979481073152","WASP-65","WASP-65 b",133.3242982,8.5230171
"Gaia DR2 4923860051276772608","HIP 65 A","HIP 65 A b",0.1856063,-54.8308228
"Gaia DR2 6245758900889486720","K2-33","K2-33 b",242.5613635,-19.3193831
"Gaia DR2 3394923127797114496","K2-260","K2-260 b",76.8673317,16.8676948
"Gaia DR2 2132144056342471168","Kepler-2000","Kepler-2000 b",285.5743032,49.9621218
"Gaia DR2 1849786481031300608","HAT-P-17","HAT-P-17 b",324.5359781,30.4881882
"Gaia DR2 2128941660008727168","Kepler-1422","Kepler-1422 b",293.8902214,48.3360926
"Gaia DR2 2105362903731391744","Kepler-139","Kepler-139 e",282.3919451,43.8894167
"Gaia DR2 2082074942519913344","Kepler-106","Kepler-106 b",300.8640060,44.3375497
"Gaia DR2 2650902026099857920","HD 217786","HD 217786 b",345.7838088,-0.4303594
"Gaia DR2 2078729609672614784","Kepler-875","Kepler-875 b",297.3012497,43.1418313
"Gaia DR2 650778499868023296","K2-115","K2-115 b",126.5535002,12.2818510
"Gaia DR2 2105318412166111232","Kepler-128","Kepler-128 b",282.4922622,43.9802442
"Gaia DR2 2100906140725803392","Kepler-518","Kepler-518 b",287.0900190,41.3737576
"Gaia DR2 2132215421518219392","Kepler-134","Kepler-134 b",284.7391156,49.5984448
"Gaia DR2 2100451630105041152","Kepler-25","Kepler-25 c",286.6383905,39.4879038
"Gaia DR2 2101964558106974848","Kepler-209","Kepler-209 c",291.1694567,42.6407281
"Gaia DR2 2107317358665730688","Kepler-26","Kepler-26 c",284.9410627,46.5664505
"Gaia DR2 2073860662955260416","KOI-12","KOI-12 b",297.4537402,41.0110188
"Gaia DR2 6199395656645840384","HD 135344 A","HD 135344 A b",228.9538416,-37.1489176
"Gaia DR2 2107266570672734592","Kepler-127","Kepler-127 d",285.1899439,46.0280596
"Gaia DR2 2053165655089863808","Kepler-822","Kepler-822 b",292.2760929,39.5501136
"Gaia DR2 2135550652604184192","Kepler-678","Kepler-678 b",295.4552577,50.4945093
"Gaia DR2 2135223204298512128","Kepler-231","Kepler-231 c",293.9733913,50.5318460
"Gaia DR2 2051933102555095936","Kepler-167","Kepler-167 d",292.6585253,38.3455558
"Gaia DR2 2052232410241029248","Kepler-688","Kepler-688 b",294.6552312,39.3083446
