w149,z087
-0.0007966739,-0.00029069246
0.0021298039,-0.000886518
0.0056250854,4.068134e-05
-0.00058464316,-0.0005196149
-0.00044587394,-0.00067598524
0.0025595005,-0.0005210022
-0.0017865266,-0.0005984866
0.0009475443,0.00010876623
0.0048606815,-0.00047618532
-0.0004517215,-3.6947586e-05
0.0005551109,-0.0004922611
0.0034750553,-0.00032403774
-0.0005088682,-0.00020976823
-0.0028015163,0.00032053085
0.0039194394,-0.00044672543
-0.0011859973,-0.00015695703
0.0034218717,-0.0010144544
0.0020293996,-0.00024267058
-0.0016219139,-0.0011304715
-0.0024105518,-0.00016490703
-0.00026642534,4.242238e-05
-0.0032978044,-0.00027364373
0.0017963988,-0.00041527607
0.0016273438,-0.00042494547
0.0014582888,-0.00043461486
0.0012892338,-0.00044428426
0.0011201787,-0.00045395366
0.0009511237,-0.00046362306
0.0007820687,-0.0004732925
0.0006130137,-0.00048296188
0.00044395865,-0.0004926313
0.00027490364,-0.0005023007
0.0001058486,-0.0005119701
-6.320642e-05,-0.0005216395
-0.00023226145,-0.0005313089
-0.00040131647,-0.0005409783
-0.00057037146,-0.0005506477
-0.0007394265,-0.00056031713
-0.00090848154,-0.0005699865
-0.0010775365,-0.0005796559
-0.0012465916,-0.0005893253
-0.0014156466,-0.0005989947
-0.0015847016,-0.0006086641
-0.0017537567,-0.0006183335
-0.0019228116,-0.0006280029
-0.0020918667,-0.0006376723
-0.0022609218,-0.0006473417
-0.0024299766,-0.0006570111
-0.0025990317,-0.0006666805
-0.0027680867,-0.00067634997
-0.0029371418,-0.00068601937
-0.0031061969,-0.00069568877
-0.0032752517,-0.00070535816
-0.0034443068,-0.00071502756
0.002402923,-0.00064067775
0.0009699421,-0.00053830404
0.003921149,-0.00063452066
0.000537948,-8.752509e-05
0.001716434,-0.00020278536
0.0021615159,-0.00094988255
0.0011934399,-0.0010219292
-0.0013526455,-0.0008198674
-0.0014470803,-0.00042635584
0.00028102996,-0.0007882903
0.00069840415,-9.562769e-05
-0.00035235635,-0.00011312132
0.00025255937,0.000111938025
-0.005369548,-0.0009684833
0.002271416,-0.00014755438
0.00092610106,-0.00028521713
0.003198679,-0.0011813969
0.0022523769,-0.001113191
0.0043695113,-0.00051016477
-0.0010970467,-0.00019471026
-0.005175449,-0.0004081239
0.0010352113,-0.00032031204
0.0037825473,-0.00032353192
0.0038282676,-0.00032675176
0.0038739878,-0.0003299716
0.003919708,-0.00033319145
0.0039654286,-0.0003364113
0.004011149,-0.00033963117
0.004056869,-0.000342851
0.0041025896,-0.00034607085
0.00414831,-0.0003492907
0.0041940305,-0.00035251054
0.0042397506,-0.00035573042
0.004285471,-0.00035895026
0.0043311915,-0.0003621701
0.0043769116,-0.00036538995
0.004422632,-0.0003686098
0.0044683525,-0.00037182964
0.0045140726,-0.0003750495
0.004559793,-0.00037826935
0.0046055135,-0.0003814892
0.004651234,-0.00038470904
0.004696954,-0.00038792889
0.0047426745,-0.00039114876
0.004788395,-0.0003943686
0.004834115,-0.00039758845
0.0048798355,-0.0004008083
0.004925556,-0.00040402813
0.004971276,-0.000407248
0.0050169965,-0.00041046785
0.005062717,-0.0004136877
0.005108437,-0.00041690754
0.0051541575,-0.00042012738
0.005199878,-0.00042334723
0.0052455985,-0.0004265671
-0.0027321237,-0.00042978695
0.00215906,-0.0007080294
0.000916758,-0.00013240371
-0.0015802829,0.00028609825
0.002877242,-0.0006117192
0.0052132555,9.1019894e-05
-0.0020270688,-4.3183227e-05
0.0012818334,-0.00055175996
0.0027839597,-0.00036446832
0.0040081544,-0.000218866
0.0027043656,0.00018181534
0.0014774121,-0.00086650066
0.00015683867,-0.0006033269
-3.764324e-05,-1.6787706e-07
0.0024224021,0.00015067858
0.00026074052,-0.0005323723
-0.0006628789,5.3448548e-05
