w149,z087
0.0015205508,0.0007589454
0.0007851512,-0.0004722367
-0.0010596189,4.9543796e-05
-0.00070656015,-0.0010898074
0.0003625595,0.00028845452
-0.00081166025,0.000686943
0.0037547287,-0.0006506875
0.00839182,-0.0005243356
0.0012908662,-0.00015051749
8.256862e-05,-1.4560722e-05
0.0015046626,-0.00083958654
0.0065182378,-0.0006031273
0.0016896923,-0.0011082374
0.004004014,-0.0011379494
0.0017183775,-0.0012010117
-0.0024807495,-0.0013784905
0.0014398759,-0.00091928965
0.0038067703,0.0004567004
0.0014550025,-0.0009796416
0.006413598,-0.00053361984
0.004167921,-0.0005730736
0.003397214,0.000114340066
-0.0034401931,-0.0006594038
-0.0033668708,-0.00069099606
-0.0032935485,-0.00072258833
-0.0032202262,-0.00075418066
-0.0031469038,-0.0007857729
-0.0030735815,-0.0008173652
-0.0030002592,-0.0008489575
-0.0029269368,-0.0008805498
-0.0028536145,-0.00091214204
-0.0027802922,-0.00094373437
-0.0027069699,-0.00097532663
-0.0026336475,-0.001006919
-0.0025603252,-0.0010385112
-0.0024870029,-0.0010701035
-0.0024136805,-0.0011016958
-0.0023403582,-0.001133288
-0.0022670361,-0.0011648803
-0.0021937138,-0.0011964727
-0.0021203915,-0.0012280649
-0.0020470691,-0.0012596572
-0.0019737468,-0.0012912495
-0.0019004244,-0.0013228417
-0.001827102,-0.0013544341
-0.0017537797,-0.0013860264
-0.0016804575,-0.0014176186
-0.0016071352,-0.0014492109
-0.0015338128,-0.0014808032
-0.0014604905,-0.0015123955
-0.0013871682,-0.0015439878
-0.0013138459,-0.0015755801
-0.0012405235,-0.0016071723
-0.0011672012,-0.0016387646
-0.0059536677,-5.2359257e-05
0.00089743367,-0.0018746874
0.0039938455,0.0013957237
0.0009217664,0.0007505822
-0.004006927,0.0006896132
0.006284472,0.0006587539
0.0029791917,0.0012056384
-0.0021140804,0.001177816
0.0007940105,0.00032181392
-0.00058551953,-0.00027901202
-0.005916389,4.6071706e-05
-0.0047011827,-0.00027478545
-0.0014114756,-0.00025082027
-0.0016091954,0.0013041685
-0.0016859773,-0.0010151236
0.006456613,-0.0004091464
-0.0021833263,-3.767526e-05
0.004204206,-8.7310356e-05
0.0045533166,-5.8430513e-05
0.004974472,-0.00022119509
0.0006628363,0.00013956976
-0.005984063,-5.242091e-05
0.003915447,-5.3953972e-05
0.003797292,-5.5487035e-05
0.0036791374,-5.7020097e-05
0.0035609826,-5.855316e-05
0.003442828,-6.0086222e-05
0.0033246735,-6.1619285e-05
0.0032065187,-6.315234e-05
0.0030883641,-6.468541e-05
0.0029702096,-6.621847e-05
0.002852055,-6.7751535e-05
0.0027339002,-6.928459e-05
0.0026157456,-7.081766e-05
0.002497591,-7.235072e-05
0.0023794365,-7.3883784e-05
0.0022612817,-7.541684e-05
0.0021431271,-7.694991e-05
0.0020249726,-7.848297e-05
0.0019068179,-8.0016034e-05
0.0017886633,-8.154909e-05
0.0016705086,-8.308216e-05
0.0015523541,-8.461522e-05
0.0014341994,-8.6148284e-05
0.0013160448,-8.768134e-05
0.0011978901,-8.921441e-05
0.0010797355,-9.074747e-05
0.0009615809,-9.2280534e-05
0.00084342627,-9.381359e-05
0.00072527165,-9.534666e-05
0.000607117,-9.687972e-05
0.0004889624,-9.8412784e-05
0.00037080774,-9.994584e-05
0.00025265312,-0.00010147891
0.00013449849,-0.00010301197
0.004559809,-0.00010454503
0.00089494284,-0.0008057847
0.0006631673,-0.00071591395
-0.00033195596,0.0010203738
-0.002673847,-0.0003937644
0.0036908952,4.8398386e-05
0.0005883419,-0.001213185
0.00117665,-0.00057467003
0.0050092665,-0.00034079055
8.156716e-05,-4.230406e-05
0.0040199705,-0.0019056656
-0.00071017485,-0.00084546267
0.004595283,-1.3899412e-05
0.0032585396,-0.0011748766
0.00252959,0.0002686876
-0.0034362427,-0.00040426676
-0.0037817166,-0.00050221867
0.0023654674,-0.00031277316
0.011019408,0.0014484295
0.0002485247,0.0005600024
-0.00048561883,-0.0008052841
0.0008381546,0.0008616313
-0.0014983873,0.00023834429
-0.001501116,0.00023428797
-0.0015038447,0.00023023166
-0.0015065734,0.00022617534
-0.0015093021,0.00022211902
-0.0015120307,0.0002180627
-0.0015147594,0.00021400639
-0.001517488,0.00020995007
-0.0015202168,0.00020589375
-0.0015229455,0.00020183744
-0.0015256741,0.00019778112
-0.0015284028,0.0001937248
-0.0015311314,0.00018966848
-0.0015338601,0.00018561217
-0.0015365888,0.00018155585
-0.0015393175,0.00017749953
-0.0015420462,0.00017344322
-0.0015447749,0.0001693869
-0.0015475035,0.00016533058
-0.0015502322,0.00016127426
-0.0015529608,0.00015721795
-0.0015556896,0.00015316163
-0.0015584183,0.00014910531
-0.0015611469,0.000145049
-0.0015638756,0.00014099268
-0.0015666042,0.00013693636
-0.0015693329,0.00013288004
-0.0015720617,0.00012882373
-0.0015747903,0.00012476741
-0.001577519,0.00012071109
-0.0015802477,0.00011665477
-0.0015829763,0.000112598456
-0.001585705,0.00010854214
-0.0015884337,0.00010448582
-0.0015911624,0.000100429505
-0.0015938911,9.637319e-05
-0.0015966197,9.231687e-05
-0.0015993484,8.826055e-05
-0.001602077,8.4204235e-05
-0.0016048058,8.014792e-05
-0.0016075345,7.60916e-05
-0.0016102631,7.2035284e-05
-0.0016129918,6.797897e-05
-0.0016157205,6.392265e-05
-0.0016184491,5.986633e-05
-0.0016211779,5.581001e-05
-0.0016239065,5.1753694e-05
-0.0016266352,4.7697376e-05
-0.0016293639,4.364106e-05
-0.0016320925,3.9584742e-05
-0.0016348212,3.5528425e-05
-0.00163755,3.1472107e-05
-0.0016402786,2.7415788e-05
-0.0016430073,2.3359471e-05
-0.0016457359,1.9303154e-05
-0.0016484646,1.52468365e-05
-0.0016511932,1.1190518e-05
-0.0016539219,7.134201e-06
-0.0016566507,3.0778838e-06
-0.0016593793,-9.784337e-07
-0.001662108,-5.034751e-06
-0.0016648367,-9.091069e-06
-0.0016675653,-1.3147386e-05
-0.001670294,-1.7203703e-05
-0.0016730228,-2.126002e-05
-0.0016757514,-2.5316338e-05
-0.0016784801,-2.9372655e-05
-0.0016812087,-3.3428973e-05
-0.0016839374,-3.748529e-05
-0.001686666,-4.1541607e-05
-0.0016893948,-4.5597924e-05
-0.0016921235,-4.965424e-05
-0.0016948521,-5.3710562e-05
-0.0016975808,-5.776688e-05
-0.0017003095,-6.182319e-05
-0.0017030381,-6.587951e-05
-0.0017057669,-6.993583e-05
-0.0017084955,-7.3992145e-05
-0.0017112242,-7.804846e-05
-0.0017139529,-8.210478e-05
-0.0017166815,-8.61611e-05
-0.0017194102,-9.0217414e-05
-0.001722139,-9.427374e-05
-0.0017248676,-9.8330056e-05
-0.0017275963,-0.00010238637
-0.0017303249,-0.00010644269
-0.0017330536,-0.00011049901
-0.0017357823,-0.000114555325
-0.001738511,-0.00011861164
-0.0017412397,-0.00012266796
-0.0017439683,-0.00012672428
-0.001746697,-0.0001307806
-0.0017494257,-0.00013483691
-0.0017521543,-0.00013889323
-0.0017548831,-0.00014294955
-0.0017576118,-0.00014700586
-0.0017603404,-0.00015106218
-0.0017630691,-0.0001551185
-0.0017657977,-0.00015917482
-0.0017685264,-0.00016323113
-0.001771255,-0.00016728745
-0.0017739838,-0.00017134377
-0.0017767125,-0.00017540008
-0.0017794411,-0.0001794564
-0.0017821698,-0.00018351272
-0.0017848985,-0.00018756904
-0.0017876271,-0.00019162535
-0.0017903559,-0.00019568167
-0.0017930845,-0.00019973799
-0.0017958132,-0.0002037943
-0.0017985419,-0.00020785062
-0.0018012705,-0.00021190694
-0.0018039992,-0.00021596326
-0.001806728,-0.00022001957
-0.0018094566,-0.00022407589
-0.0018121853,-0.00022813221
-0.0018149139,-0.00023218853
-0.0018176426,-0.00023624484
-0.0018203713,-0.00024030116
-0.0018231,-0.00024435748
-0.0018258287,-0.0002484138
-0.0018285573,-0.0002524701
-0.001831286,-0.00025652643
-0.0018340147,-0.00026058275
-0.0018367433,-0.00026463906
-0.0018394721,-0.00026869538
-0.0018422008,-0.0002727517
-0.0018449294,-0.00027680802
-0.0018476581,-0.00028086433
-0.0018503867,-0.00028492065
-0.0018531154,-0.00028897697
-0.0018558442,-0.00029303328
-0.0018585728,-0.0002970896
-0.0018613015,-0.00030114592
-0.0018640301,-0.00030520224
-0.0018667588,-0.00030925855
-0.0018694875,-0.00031331487
-0.0018722162,-0.0003173712
-0.0018749449,-0.0003214275
-0.0018776736,-0.00032548382
-0.0018804022,-0.00032954014
-0.0018831309,-0.00033359646
-0.0018858595,-0.00033765277
-0.0018885882,-0.0003417091
-0.001891317,-0.0003457654
-0.0018940456,-0.00034982173
-0.0018967743,-0.00035387804
-0.0018995029,-0.00035793436
-0.0019022316,-0.00036199068
-0.0019049603,-0.000366047
-0.001907689,-0.0003701033
-0.0019104177,-0.00037415963
-0.0019131463,-0.00037821595
-0.001915875,-0.00038227226
-0.0019186037,-0.00038632858
-0.0019213323,-0.0003903849
-0.0019240611,-0.00039444122
-0.0019267898,-0.00039849753
-0.0019295184,-0.00040255385
-0.0019322471,-0.00040661017
-0.0019349757,-0.0004106665
-0.0019377044,-0.0004147228
-0.0019404332,-0.00041877912
-0.0019431618,-0.00042283544
-0.0019458905,-0.00042689175
-0.0019486191,-0.00043094807
-0.0019513478,-0.0004350044
-0.0019540766,-0.0004390607
-0.0019568051,-0.00044311702
-0.001959534,-0.00044717334
-0.0019622624,-0.00045122966
-0.0019649912,-0.00045528598
-0.00196772,-0.0004593423
-0.0019704485,-0.0004633986
-0.0019731773,-0.00046745493
-0.0019759058,-0.00047151127
-0.0019786346,-0.0004755676
-0.0019813634,-0.0004796239
-0.001984092,-0.00048368023
-0.0019868207,-0.00048773654
-0.0019895493,-0.00049179286
-0.001992278,-0.0004958492
-0.0019950066,-0.0004999055
-0.0019977354,-0.0005039618
-0.0020004641,-0.0005080181
-0.0020031927,-0.00051207445
-0.0020059214,-0.00051613076
-0.00200865,-0.0005201871
-0.0020113788,-0.0005242434
-0.0020141073,-0.0005282997
-0.002016836,-0.00053235603
-0.0020195649,-0.00053641235
-0.0020222934,-0.00054046867
-0.0020250222,-0.000544525
-0.0020277507,-0.0005485813
-0.0020304795,-0.0005526376
-0.0020332083,-0.00055669394
-0.0020359368,-0.00056075025
-0.0020386656,-0.00056480657
-0.0020413941,-0.0005688629
-0.002044123,-0.0005729192
-0.0020468514,-0.0005769755
-0.0020495802,-0.00058103184
-0.002052309,-0.00058508816
-0.0020550375,-0.0005891445
-0.0020577663,-0.0005932008
-0.0020604949,-0.0005972571
-0.0020632236,-0.0006013134
-0.0020659524,-0.00060536974
-0.002068681,-0.00060942606
-0.0020714097,-0.0006134824
-0.0020741383,-0.0006175387
-0.002076867,-0.000621595
-0.0020795956,-0.00062565133
-0.0020823244,-0.00062970765
-0.0020850531,-0.00063376396
-0.0020877817,-0.0006378203
-0.0020905104,-0.0006418766
-0.002093239,-0.0006459329
-0.0020959678,-0.00064998923
-0.0020986965,-0.00065404555
-0.002101425,-0.00065810187
-0.0021041539,-0.0006621582
-0.0021068824,-0.0006662145
-0.0021096112,-0.0006702708
-0.0021123397,-0.00067432714
-0.0021150685,-0.00067838345
-0.0021177973,-0.0006824398
-0.0021205258,-0.0006864961
-0.0021232546,-0.0006905524
-0.0021259831,-0.0006946087
-0.002128712,-0.00069866504
-0.0021314404,-0.00070272136
-0.0021341692,-0.0007067777
-0.002136898,-0.000710834
-0.0021396265,-0.0007148903
-0.0021423553,-0.0007189466
-0.0021450839,-0.00072300294
-0.0021478126,-0.00072705926
-0.0021505414,-0.0007311156
-0.00215327,-0.0007351719
-0.0021559987,-0.0007392282
-0.0021587273,-0.00074328453
-0.002161456,-0.00074734085
-0.0021641846,-0.00075139717
-0.0021669134,-0.0007554535
-0.0021696421,-0.0007595098
-0.0021723707,-0.0007635661
-0.0021750994,-0.00076762243
-0.002177828,-0.00077167875
0.0019596852,-0.00014466376
-0.008150174,-0.00049136876
0.0015091625,2.2448698e-06
-0.00044505775,-0.0007363248
0.0033021525,1.6713631e-05
0.003338986,-0.00022070724
0.0011530691,0.0008414295
0.0031998702,0.000110173896
0.0039865323,0.0009726788
0.0009004338,-5.2479012e-05
-0.0047537102,-0.0006299751
0.008248774,-0.00030251677
0.007053677,-0.0010803364
0.00085427746,-0.00015276461
0.0046833116,-0.00033915546
0.0011970403,0.00041294206
-0.004861077,-0.00014802498
-0.0034542782,8.480961e-06
0.0020110598,-3.474438e-05
0.007261452,0.0018127875
-0.003680244,0.00046078317
0.0030130385,-0.000946633
-0.00028318694,-5.6411777e-06
-0.00017694631,5.0345196e-05
-7.0705675e-05,0.00010633157
3.553496e-05,0.00016231794
0.00014177558,0.00021830431
0.00024801624,0.00027429068
0.00035425686,0.00033027705
0.00046049748,0.00038626345
0.00056673813,0.00044224982
0.00067297876,0.00049823616
0.0007792194,0.00055422256
0.00088546006,0.00061020895
0.0009917007,0.0006661953
0.0010979413,0.0007221817
0.0012041819,0.00077816803
0.0013104226,0.00083415443
0.0014166632,0.0008901408
0.0015229038,0.00094612717
0.0016291444,0.0010021136
0.0017353852,0.0010580999
0.0018416258,0.0011140862
0.0019478664,0.0011700727
0.002054107,0.001226059
0.0021603475,0.0012820454
0.0022665884,0.0013380317
0.002372829,0.0013940182
0.0024790696,0.0014500045
0.0025853103,0.0015059909
0.0026915509,0.0015619773
0.0027977915,0.0016179637
0.0029040321,0.00167395
0.0030102727,0.0017299363
0.0031165134,0.0017859228
0.0014581888,0.0018419091
0.00025298505,0.00063983543
-0.0030145103,-0.00019795953
-0.001704566,-0.0014594145
0.008420922,-0.0009171162
-2.2873895e-05,0.000534187
0.0036126045,0.0017975295
0.010809854,0.0028230264
0.012128336,0.0029007706
0.0026742893,0.0018966428
0.006517437,0.00079137494
0.0030698467,0.0028269473
0.0131607475,-0.00034405195
0.0011622383,0.000903206
0.0036655508,0.0007876015
0.005739992,0.0016798002
-0.0008015201,0.0012011268
0.007102394,-0.0007179993
-0.001089411,0.0017421981
0.004450144,0.0031450496
0.02116405,0.0071322666
0.014417374,0.0057149925
0.0045213765,0.004082539
0.0045763757,0.0039377157
0.0046313745,0.003792892
0.0046863738,0.0036480683
0.004741373,0.0035032446
0.004796372,0.003358421
0.004851371,0.0032135972
0.0049063703,0.0030687735
0.0049613696,0.0029239499
0.0050163683,0.0027791262
0.0050713676,0.0026343027
0.005126367,0.002489479
0.0051813656,0.0023446553
0.005236365,0.0021998317
0.005291364,0.002055008
0.005346363,0.0019101843
0.005401362,0.0017653607
0.0054563615,0.001620537
0.0055113607,0.0014757133
0.0055663595,0.0013308898
0.0056213588,0.0011860661
0.005676358,0.0010412424
0.005731357,0.00089641876
0.005786356,0.0007515951
0.0058413553,0.00060677144
0.005896354,0.00046194775
0.0059513533,0.0003171241
0.0060063526,0.00017230045
0.0060613514,2.7476799e-05
0.0061163506,-0.000117346855
0.00617135,-0.0002621705
0.006226349,-0.00040699416
-0.001880878,2.6913347e-05
0.002377975,0.0005862544
0.008269644,-0.00044850967
0.0031144728,-0.00067010085
0.005971947,-0.0001707787
-0.0042046774,-0.0021705441
0.00448053,-0.0001540222
-0.003266983,-0.0005782599
0.002901558,0.00025521027
0.003893915,0.002160695
0.006827166,-1.4329356e-05
0.0010121837,-3.155296e-05
-0.0004868633,0.00048035715
0.003274301,-0.00068743934
1.8880708e-05,-0.0010169562
-0.0009475336,-0.0002542349
-0.0017899406,0.00010605436
-0.004256291,-9.6065225e-05
-0.0012872528,-0.000229967
0.0007410179,-0.000920968
-0.0043741227,0.00044124443
0.003881144,-0.00015704725
